Name,Image,Icon,Species,Personality,Gender,Default Catchphrase,Default Top,Default Umbrella,Birthday,Fav Fashion,Least Fav Fashion,Fav Color,Coffee,Fav Saying,Move-In Type,Wallpaper,Floor,House Song,House Model,Furniture,RV Song,RV Items,RV Description,Skill,Skill ID,Goal,Goal ID,Siblings,Siblings ID,Notes,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Catchphrase (English EU),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Internal ID,New To Series
Stu,,,Bull,Lazy,Male,moo-dude,seven-ball tee,mint umbrella,April 20,sporty,flashy,brown,,"As a cow grows, so do its nostrils.",Move-in,chain-link fence,pavement floor,K.K. Rockabilly,0,mountain bike (Green and yellow);cruiser bike (Red);scooter (Yellow);kick scooter (Blue);do-not-enter sign (Road blocked);cardboard box (Blank);coin locker;coin locker;Boston bag (Brown);sparrow's nest;,K.K. Rockabilly,chain-link fence;pavement floor;coin locker;cardboard box (Orange);garbage bin (Red);do-not-enter sign (Bicycles only);cruiser bike (Yellow);scooter (Yellow);kick scooter (Red);Boston bag (Brown),"If it's got two wheels, Stu loves it! Just don't call him ""Stu-wheels"" if you're hoping to use any of his lockers. He hates that.",hitting snooze,m2E,firefighter,m1A,youngest of 2 kids,m08,,-,モーリス,Vitorino,Vitorino,Beubeu,Beubeu,Carlos,Carlos,모리스,-,だなっす,olé y olé,olé y olé,meuh quoi,meuh quoi,muhuhu,ciaumù,알것소,1.4,-,0025,bul03,No
T-Bone,,,Bull,Cranky,Male,moocher,hanten shirt,camo umbrella,May 20,historical,cute,gray,,Don't have a cow.,Starter,arched window,plush carpet,K.K. Steppe,0,classic bed (Brown - White);rococo dresser (Gothic brown);matryoshka (Ladies);fireplace;classic sofa (Brown);theremin;classic table (Brown - Brown);dracaena;phonograph;stained-glass lamp (Colorful);stewpot (Cream stew);lunch tray (A lunch);,-,-,-,pretending to sleep,m25,police officer,m19,youngest quadruplet,m13,,-,ボルシチ,Bovi,Bovi,Steakos,Steakos,Marius,Victor,티본,-,だっぺ,muooola,muooola,vachte,vachte,hhmmuuuhh,muuusica,워메에,1.0,001E,0026,bul05,No
Coach,,,Bull,Jock,Male,stubble,relay tank,maple umbrella,April 29,sporty,modern,red,,"Fool me once, shame on you. Fool me twice, shame on me.",Starter,sporty wall,sporty floor,Marine Song 2001,1,ball catcher (Plain brown ball);high-jump mat;volleyball net;watering trough;boxing mat (Blue);hurdle;hurdle;hurdle;hurdle;tape deck;,-,-,-,eating quickly,m24,fisherman,m24,eldest of 6 kids,m1E,,-,テッチャン,Cacho,Cacho,Arnold,Arnold,Arnold,Ercole,철소,-,ジョリッ,chacho,chacho,mon cou,mon cou,schnoff,oooh issa,땅땅,1.0,001F,0027,bul07,Yes
Vic,,,Bull,Cranky,Male,cud,scale-armor suit,flame umbrella,December 29,historical,sporty,aqua,,"You mess with the bull, you get the horns.",Starter,sea view,ship deck,Lucky K.K.,0,anchor;spino skull;ship cannon;ship cannon;ship compass;helm;barrel;phonograph;treasure chest;Jolly Roger;,-,-,-,doing push-ups,m3E,archaeologist,m23,eldest of 8 kids,m25,,-,ノルマン,Artorito,Artorito,Toto,Toto,Klaus,Paco,노르망,-,モイ,muuubién,muuubién,moumoul,moumoul,grumpf,trullalà,뭐임,1.0,0020,0028,bul08,Yes
Bob,,,Cat,Lazy,Male,pthhpth,blossom tee,gelato umbrella,January 1,flashy,basic,colorful,,You only live once...or nine times.,Starter,kiddie wall,kiddie carpet,K.K. Ragtime,1,kiddie table (Colorful - Colorful);kiddie bed (Colorful - Colorful);kiddie stereo (Colorful);kiddie couch (Colorful);mountain bike (Green and yellow);capsule-toy machine (Red);kiddie wardrobe (Colorful);kiddie clock (Colorful);kiddie bookcase (Colorful);pachira;paper tiger;azalea bonsai;kiddie wall clock (Colorful);,-,-,-,shadow puppetry,m17,detective,m1C,fourth of 6 kids,m21,,-,ニコバン,Arándano,Arándano,Robert,Robert,Jens,Bob,히죽,-,ネコ,zarpas,zarpas,pfioupf,pfioupf,psssps,baffo,고양이,1.0,0021,0029,cat00,No
Mitzi,,,Cat,Normal,Female,mew,gumdrop tee,melon umbrella,September 25,historical,iconic,brown,,Practice makes purrrfect!,Starter,wood paneling,ranch flooring,K.K. Swing,5,blue table (Blue - Yellow);cabana screen (Plain);cabana dresser (Plain);blue bed (Blue - Yellow);cabana bookcase (Plain);warbloid;ukulele;blue chair (Blue);turntable;fan palm;sunflower;tea set;cabin wall clock (Normal tree);air conditioner;,-,-,-,hula dancing,f38,professor,f1D,eldest of 3 kids,f0B,,-,マール,Misi,Misi,Mistigri,Mistigri,Miezi,Zampetta,마르,-,ニャー,misi-misi,misi-misi,meeeeeh,meeeeeh,muh,miao,야～옹,1.0,0022,002A,cat01,No
Rosie,,,Cat,Peppy,Female,silly,dazed tee,mint umbrella,February 27,cute,sporty,red,,One good purr deserves another.,Starter,parlor wall,round carpet,Bubblegum K.K.,1,pine table (Green);polka-dot sofa (Red and white - Red and white);claw-foot tub (White);polka-dot bed (Red and white - Red and white);lovely dresser (Lovely pink);weeping fig;lovely armoire (Lovely pink);lovely vanity (Lovely pink);pine chair;polka-dot lamp (Red and white - Red and white);makeup case;cassette player (Red);polka-dot clock (Red and white - Red and white);display shelf;,-,-,-,karaoke,f02,movie star,f2A,eldest of 2 kids,f09,,-,ブーケ,Minina,Minina,Rosie,Rosie,Sophie,Grinfia,부케,-,チェキ,miaaau,miaaau,flûte,flûte,flöt,tontolon,헤이,1.0,0023,002B,cat02,No
Olivia,,,Cat,Snooty,Female,purrr,floral knit tee,elegant umbrella,February 3,modern,sporty,white,,There's an exception to every rule.,Starter,ornate wall,classic carpet,Two Days Ago,1,ebony piano (Black);regal dresser (Royal yellow);retro stereo;regal sofa (Royal yellow);regal table (Royal yellow - Royal yellow);bass;regal chair (Royal yellow);snake plant;regal vanity (Royal yellow);regal lamp (Royal yellow - Royal yellow);tea set;,-,-,-,brainteasers,f0E,drummer,f2B,eldest of 4 sisters,f15,,-,オリビア,Olivia,Olivia,Olivia,Olivia,Bianca,Micina,올리비아,-,なんやん,raspas,raspas,rrrrrrrrr,rrrrrrrrr,schnurr,purrr,머냐,1.0,0024,002C,cat03,No
Kiki,,,Cat,Normal,Female,kitty cat,argyle knit shirt,ribbon umbrella,October 8,basic,flashy,brown,,"Nothing ventured, nothing gained.",Starter,mod wall,music-room floor,K.K. Country,0,ranch table (Natural);ebony piano (Black);retro stereo;ranch couch (Natural);ranch tea table (Natural - Blue);ranch chair (Natural);pink velvet stool;round cactus;cactus;mega bovoid;pop-eyed goldfish;typewriter;cuckoo clock;,-,-,-,fishing,f0C,writer,f01,second of 5 kids,f1A,,-,キャビア,Ágata,Ágata,Kiki,Kiki,Kiki,Kiki,캐비어,-,だニ,galletita,galletita,chti minou,chti minou,miausi,mieaoo,뭐라지요,1.0,0025,002D,cat04,No
Tangy,,,Cat,Peppy,Female,reeeeOWR,chain-gang tee,Toad parasol,June 17,flashy,historical,orange,,"When life gives you lemons, make lemonade!",Starter,citrus wall,citrus carpet,K.K. Island,0,watermelon table (Red watermelon);cabana dresser (Plain);high-end stereo;cabana bookcase (Plain);pineapple bed;pear dresser;juicy-apple TV (Red apple);tangerine chair (Orange);mega dekkoid;lemon table;sunflower;ukulele;life preserver (Blue);,-,-,-,doing handstands,f14,hairstylist,f07,third of 6 kids,f20,,-,ヒャクパー,Tricia,Tricia,Marine,Marine,Tanja,Arancina,백프로,-,みかん,mandarinas,mandarinas,roooaR,roooaR,grraul,miiiiaOU,귤귤,1.0,0026,002E,cat05,No
Punchy,,,Cat,Lazy,Male,mrmpht,gray tartan tee,blue umbrella,April 11,basic,iconic,blue,,There's always more fish in the sea!,Starter,paw-print wall,blue flooring,K.K. Love Song,4,blue table (Blue - Yellow);blue bed (Blue - Yellow);blue bench (Blue);blue bookcase (Blue);gold stereo;bromeliaceae;blue dresser (Blue);refrigerator;stove;oombloid;blue wall shelf (Blue);,-,-,-,staying awake,m26,cartoonist,m03,youngest of 6 kids,m23,,-,ビンタ,Félix,Félix,Cédric,Cédric,Julian,Felix,빙티,-,だのら,arenque,arenque,blébléblé,blébléblé,mrmpft,maramao,노라줘,1.0,0027,002F,cat06,No
Purrl,,,Cat,Snooty,Female,kitten,periwinkle tee,Toad parasol,May 29,iconic,sporty,gray,,Let them drink cream.,Starter,exquisite wall,checkered tile,K.K. Swing,0,classic bed (Brown - White);exotic table (Brown);hi-fi stereo;classic sofa (Brown);exotic screen (Brown);antique clock;strumboid;retro TV;croton;classic table (Brown - Brown);tea vase;azalea bonsai;exotic wall shelf (Brown);,-,-,-,writing backward,f09,movie director,f0D,youngest triplet,f06,,-,たま,Wanda,Wanda,Perle,Perle,Franka,Felidia,타마,-,ふんっ,sope,tontaina,chaton,chaton,kätzchen,micetto,냠,1.0,0028,0030,cat07,No
Moe,,,Cat,Lazy,Male,myawn,BB tee,daisy umbrella,January 12,sporty,ornate,colorful,,Ignorance is bliss.,Starter,blue wall,music-room floor,K.K. Ragtime,2,stripe bed (Blue stripe - Blue stripe);whiteboard (Blank);office desk;stripe sofa (Blue stripe);hospital screen;anatomical model;skeleton;clear model;vision tester;rubber tree;CD player;school speaker;stripe clock (Blue stripe);,-,-,-,fishing,m0C,CEO,m28,youngest of 5 kids,m18,,-,ジンペイ,Tristán,Tristán,Momo,Momo,Tristan,Moe,진상,-,な,grrrroou,grrrroou,miou,miou,schluchz,myawn,그치,1.0,0029,0031,cat08,No
Kabuki,,,Cat,Cranky,Male,meooo-OH,misty tee,paper parasol,November 29,historical,modern,purple,,"If you make your opponent flinch, you have already won.",Starter,modern screen,tatami,K.K. Folk,0,hearth;kotatsu (Blue blanket);screen;tokonoma;black katana;plum bonsai;reel-to-reel;retro TV;mochi pestle;go board;kokeshi doll (Normal wood doll);,-,-,-,drawing circles,m2B,actor,m2C,eldest of 3 kids,m09,,-,かぶきち,Kabuki,Kabuki,Kabuki,Kabuki,Kabuki,Kabuki,가북희,-,ぃよぉー,imikimono,imikimono,mia-ouh,mia-ouh,miiiau,meooo-OH,꺄,1.0,002A,0032,cat09,No
Kid Cat,,,Cat,Jock,Male,psst,No. 1 shirt,red umbrella,August 1,sporty,historical,red,,Crime doesn't pay!,Starter,chain-link fence,sandlot,Go K.K. Rider,4,basketball hoop;clothesline pole (White shirt);iron frame;boxing mat (Blue);weight bench;office locker;garbage pail;retro TV;oil barrel (Green);tape deck;surveillance camera;,-,-,-,sprinting,m3A,superhero,m27,eldest of 4 kids,m0C,,-,1ごう,Gatomán,Gatomán,Câlin,Câlin,Pit,Zampa,1호,-,とぉっ,soldado,soldado,psst,psst,maunz,psst,얍,1.0,002B,0033,cat10,No
Monique,,,Cat,Snooty,Female,pffffft,grape tee,ribbon umbrella,September 30,ornate,sporty,pink,,All publicity is good publicity!,Starter,rose wall,green rug,K.K. Swing,2,lovely bed (Lovely pink - Lovely pink);lovely table (Lovely pink - Lovely pink);upright piano;regal dresser (Royal yellow);regal sofa (Royal yellow);pink velvet stool;lovely vanity (Lovely pink);lovely lamp (Lovely pink - Lovely pink);flower table (Pink);lady palm;record player;metronome;lovely wall clock (Lovely pink);,-,-,-,juggling,f1A,drummer,f2B,eldest of 4 sisters,f15,,-,ジェーン,Monique,Monique,Monique,Monique,Monique,Marylin,제인,-,ウフーン,ronrón,ronrón,pffffft,pffffft,mrrrrrrr,miaù,우,1.0,002C,0034,cat11,No
Tabby,,,Cat,Peppy,Female,me-WOW,bone shirt,blue umbrella,August 13,sporty,basic,black,,You can never have too much of a good thing!,Starter,garden wall,basement floor,To the Edge,3,outdoor bath;wash station;bath mat (Bath);bath mat (Bath);spa chair;shower;lady palm;drinking fountain;bucket;bug zapper;wall fan;exit sign;,-,-,-,telling jokes,f31,tennis player,f14,eldest of 9 kids,f26,,-,トラこ,Liana,Liana,Tigri,Tigri,Zita,Lisca,호냥이,-,にゃは,animiaul,animiaul,mi-AOUUH,mi-AOUUH,mrriau,meOW,삐뽀,1.0,002D,0035,cat12,No
Stinky,,,Cat,Jock,Male,GAAHHH,splendid tee,flame umbrella,August 17,sporty,official,blue,,"If the mask fits, wear it!",Starter,ringside seating,boxing-ring mat,Go K.K. Rider,5,neutral corner;boxing mat (Blue);weight bench;ringside table (Beige);high-end stereo;folding chair (Blue);folding chair (Blue);speed bag;boxing barricade;boxing barricade;judge's bell;,-,-,-,chugging milk,m34,rugby player,m12,third quintuplet,m1B,,-,アセクサ,Micifuz,Micifuz,Tupux,Tupux,Stefan,Puzzolo,땀띠,-,ダァーッ,marramiau,marramiau,miaoum,miaoum,fauchch,GAAHHH,아뵤,1.0,002E,0036,cat13,No
Kitty,,,Cat,Snooty,Female,mrowrr,crewel tee,lacy parasol,February 15,official,rock 'n' roll,white,,"If you want something done well, do it yourself.",Starter,ornate wall,plush carpet,K.K. Étude,4,regal bed (Royal yellow);regal bookcase (Royal yellow);regal dresser (Royal yellow);rococo sofa (Gothic brown);rococo table (Gothic brown);violin;music stand;croton;regal chair (Royal yellow);phonograph;tea set;regal wall lamp (Royal yellow);air conditioner;,-,-,-,writing letters,f33,CEO,f28,middle of 3 kids,f0C,,-,ショコラ,Kasandra,Kasandra,Kitty,Kitty,Karen,Ester,쇼콜라,-,フフ,cascabel,cascabel,miaaaouh,miaaaouh,miezmiez,fusolo,자갸,1.0,002F,0037,cat14,No
Tom,,,Cat,Cranky,Male,me-YOWZA,BB tee,flame umbrella,December 10,rock 'n' roll,cute,brown,,There's no use crying over spilled milk.,Starter,exquisite wall,opulent rug,K.K. Rally,0,exotic bed (Brown - Gray);exotic screen (Brown);exotic chest (Brown);glass-top table;exotic bench (Brown);turntable;biwa lute;corn plant;blue vase;tall oombloid;exotic lamp (White and orange);mugho bonsai;exotic wall shelf (Brown);,-,-,-,doing chin-ups,m3F,guitarist,m2B,second quadruplet,m11,,-,バンタム,Zapirón,Zapirón,Tom,Tom,Timo,Isidoro,밴덤,-,ちぇっ,miooou,miooou,mistigri,mistigri,fauch,mi-IAO,쳇,1.0,0030,0038,cat15,No
Merry,,,Cat,Peppy,Female,mweee,daisy tee,yellow umbrella,June 29,cute,historical,aqua,,A smile increases your face value.,Starter,kitchen wall,kitchen flooring,DJ K.K.,1,green table (Middle green - Orange);kitchen sink;green counter (Middle green);cream sofa;hi-fi stereo;refrigerator;dracaena;washing machine;green chair (Middle green - Orange);tea set;green wall clock (Middle green - Orange);,-,-,-,vaulting,f12,figure skater,f12,eldest of 2 kids,f07,,-,さっち,Susi,Susi,Suzy,Suzy,Mischka,Katy,유네찌,-,にゃん,michifú,michifú,miou-mi,miou-mi,prrrrr,pffffft,냥냥,1.0,0031,0039,cat16,No
Felicity,,,Cat,Peppy,Female,mimimi,dapper tee,Toad parasol,March 30,cute,flashy,beige,,Love has no bounds.,Starter,backyard fence,daisy meadow,K.K. Lullaby,5,picnic table (Red gingham);hammock (Purple - Purple);cupid bench;cassette player (Red);freezer;birdhouse;propane stove;snake plant;lantern;,-,-,-,rock-paper-scissors,f0A,swimmer,f13,second of 3 sisters,f0F,,-,みかっち,Micha,Micha,Maud,Maud,Minka,Milly,예링,-,ね,miauito,miauito,chatounet,chatounet,mauzi,meeeow,우앙,1.0,0032,003A,cat17,No
Lolly,,,Cat,Normal,Female,bonbon,natty tee,yellow umbrella,March 27,basic,iconic,yellow,,Laughter is the best medicine.,Starter,modern wood wall,diner tile,K.K. Stroll,5,large alpine table (Natural - Nature);kitchen island;modern wood sofa (Standard);modern wood shelf (Standard);kitchen sink;refrigerator;modern wood lamp (Standard);pothos;modern wood chest (Standard);planter;pickle jar (Mixed vegetables);record player;modern wood clock (Standard);pot rack;,-,-,-,peeling apples,f34,chef,f21,second of 4 kids,f12,,-,ラムネ,Feli,Feli,Linette,Linette,Feline,Maty,사이다,-,あのね,purrrr,purrrr,ron-ron,ron-ron,kratz,purrrr,퐁퐁,1.0,0033,003B,cat18,No
Ankha,,,Cat,Snooty,Female,me meow,mummy shirt,leaf umbrella,September 22,historical,rock 'n' roll,yellow,,All that glitters is not gold.,Starter,ancient wall,ancient tile,Marine Song 2001,5,pyramid;pyramid;Sphinx;Sphinx;mummy's casket;throne (Red);tiki torch;tiki torch;broken post;,-,-,-,writing about pickles,f1C,astronaut,f26,eldest of 10 kids,f27,,-,ナイル,Patri,Patri,Neferti,Neferti,Kleo,Cleo,클레오,-,クフフ,marramius,marramius,mi-i-i-ouh,mi-i-i-ouh,mi-miau,miao miao,파트라,1.0,0034,003C,cat19,No
Rudy,,,Cat,Jock,Male,mush,red-grid tee,camo umbrella,December 20,sporty,rock 'n' roll,beige,,Always land on your feet!,Starter,playroom wall,neutral floor,The K. Funk,3,mini circuit;ranch bed (Natural - White);ranch dresser (Natural);hi-fi stereo;large magazine rack;clackercart;tricycle;round cactus;bowling pins;ranch chair (Natural);water bird;painting set;giraffe ruler;,-,-,-,cramming for tests,m30,artist,m2D,third of 6 kids,m20,,-,チャス,Rufino,Rufino,Rougepif,Rougepif,Heinz,Gomitolo,찰스,-,とかナ,cachusco,cachusco,alatienne,alatienne,katzaaa,ron ron,그러거나,1.0,0035,003D,cat20,Yes
Katt,,,Cat,Big sister,Female,purrty,pep-squad tee,leopard umbrella,April 27,rock 'n' roll,official,purple,,MeowMEOWmeow!,Starter,music-room wall,steel flooring,Surfin' K.K.,1,cardboard table;high-end stereo;drum set (Orange - Blank);sleek sofa (Black);sleek sofa (Black);amp;pothos;rock guitar (Emerald green);electric guitar (Fire red);mic stand;executive toy (Red);small spotlight (Yellow);exit sign;,-,-,-,playing old maid,f2D,swimmer,f13,third of 4 kids,f13,,-,ちょい,Melina,Melina,Kat,Kat,Janine,Ofelia,쵸이,-,じゃね,salmonete,salmonete,miaouille,miaouille,zischel,fffz,휘리릭,1.0,0036,003E,cat21,Yes
Felyne,,,Cat,Lazy,Male,nya,Felyne outfit,ghost umbrella,January 6,sporty,cute,-,,"Calmly gathering. Ah, the life of a hunter. ♪",RV invitation,magma-cavern wall,lava floor,K.K. Adventure,1,Felyne Guardian;hunter's cart;Palico board;barbecue spit;hunter;hunter's hive (Normal);Otomon egg (Flying-wyvern egg);Nabiru ornament;,K.K. Adventure,magma-cavern wall;lava floor;item box (Blue);hunter's hive (Normal);Felyne Guardian;Palico board;Wyvern eggs;Red Wing;Nabiru mask;Felyne outfit;Nabiru ornament;barbecue spit;hunter;Poogie (Memorial stripes);hunter's cart;Otomon egg (Flying-wyvern egg),Felyne's camper has been outfitted in a style befitting a rugged outdoorsman and hunter—so it's almost perfectly inappropriate for Felyne.,befriending cats,c0B,monster hunter,c0B,only child,m01,First appeared in Happy Home Designer,-,アイルー,Felyne,Felyne,Felyne,Felyne,Felyne,Felyne,아이루,-,ニャ,miaumo,miaumo,miaou,miaou,miau,mià,냥,1.4,-,003F,cat22,No
Bluebear,,,Bear cub,Peppy,Female,peach,lemon gingham tee,blue dot parasol,June 24,cute,iconic,blue,,Candy makes the world go 'round.,Starter,pastel-dot wall,ranch flooring,K.K. Ska,1,large alpine table (Natural - Nature);blue bookcase (Blue);minimalist sofa (Ivory);alpine low table (Natural - Nature);blue bed (Blue - Yellow);minimalist lamp (Ivory);minimalist vanity (Ivory);mega plinkoid;blue chair (Blue);pachira;CD player;tea set;minimalist clock (Ivory);display shelf;,-,-,-,spoon bending,f2C,cartoonist,f03,eldest of 3 sisters,f0E,,-,グルミン,Celeste,Celeste,Myrtille,Myrtille,Birte,Azzurra,글루민,-,キュン,cielito,cielito,prune,prune,früchtchen,pepè,두근,1.0,0037,0040,cbr00,No
Maple,,,Bear cub,Normal,Female,honey,dapper tee,petal parasol,June 15,basic,flashy,yellow,,"Waste not, want not.",Starter,green wall,green rug,I Love You,5,classic bed (Brown - White);minimalist sofa (Ivory);upright piano;hi-fi stereo;classic buffet (Brown - Brown);pink velvet stool;pothos;classic desk (Brown);Mama bear (Blank);classic table (Brown - Brown);Baby bear (Blank);Mama polar bear (Aqua striped);Baby bear (Blank);classic wall shelf (Brown);air conditioner;,-,-,-,writing letters,f33,architect,f05,eldest of 4 kids,f11,,-,メープル,Dulce,Dulce,Léa,Léa,Mona,Dulcinea,메이첼,-,だベア,caramelito,caramelito,chouchou,chouchou,darling,miele,저기요,1.0,0038,0041,cbr01,No
Poncho,,,Bear cub,Jock,Male,li'l bear,blue-grid tee,beach umbrella,January 2,basic,ornate,orange,,Fortune favors the brave!,Starter,ivy wall,steel flooring,K.K. Condor,4,modern bed (Monochromatic - Modern plaid);cream sofa;modern cabinet (Monochromatic);mountain bike (Green and yellow);high-end stereo;rubber tree;folk guitar;mini harmonoid;manhole cover;table lamp;star globe;minimalist clock (Ivory);air conditioner;,-,-,-,making puns,m2F,astronaut,m25,second of 6 kids,m1F,,-,ポンチョ,Poncho,Poncho,Théo,Théo,Toni,Poncho,봉추,-,モン,bolita,bolita,nounours,nounours,bärli,babà,몽,1.0,0039,0042,cbr02,No
Pudge,,,Bear cub,Lazy,Male,pudgy,chichi-print tee,green umbrella,June 11,historical,cute,blue,,There's no such thing as a free lunch.,Starter,playroom wall,citrus carpet,Rockin' K.K.,3,train set;hammock (Purple - Purple);dice stereo;large magazine rack;elephant slide;dracaena;mini timpanoid;popcorn machine;lily-pad table;froggy chair (Green frog);water bird;cuckoo clock;,-,-,-,blowing bubbles,m19,chef,m20,youngest of 5 kids,m18,,-,きんぞう,Bollito,Bollito,Gradub,Gradub,Bertram,Tombolo,우띠,-,んもう,rebollos,rebollos,louloute,louloute,griesgram,pulcino,아이참,1.0,003A,0043,cbr03,No
Kody,,,Bear cub,Jock,Male,grah grah,racer tee,sunny parasol,September 28,sporty,modern,colorful,,The sky's the limit!,Starter,western vista,western desert,K.K. Country,1,storefront;covered wagon;watering trough;storefront;tumbleweed;bear pole;phonograph;desert cactus;well;,-,-,-,eating frequently,m27,baseball player,m10,third quadruplet,m12,,-,アイダホ,Orestes,Orestes,Bill,Bill,Bernd,Salomone,아이다호,-,のこころ,mola,mola,grih grih,grih grih,okeydokey,oki-doki,나는나야,1.0,003B,0044,cbr04,No
